Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KRAS Signaling Up,-0.44756670386428843,-1.5433614524843287,0.0,0.296411856474259,0.196,24/152,12.32%,SNAP25;GABRA3;SEMA3B;PEG3;ANGPTL4;CSF2;PIGR;KIF5C;CFB;SCG5;F2RL1;ABCB1;CBX8;GADD45G;ETV1;TRAF1;TNFAIP3;BIRC3;GUCY1A1;IL10RA;BPGM;H2BC3;CLEC4A;ACE
prerank,Hedgehog Signaling,-0.5839517989604162,-1.490421814863583,0.054249547920433995,0.24723443483193874,0.304,5/27,8.19%,HEY1;RTN1;THY1;GLI1;NRCAM
prerank,Apical Surface,-0.5208344556120456,-1.3871008613700508,0.09392265193370165,0.4221623410390961,0.589,7/32,11.93%,PCSK9;SCUBE1;NTNG1;THY1;SRPX;SLC2A4;IL2RB
prerank,Epithelial Mesenchymal Transition,-0.37899448314959217,-1.295195261866778,0.08818635607321132,0.6729896468586016,0.826,42/140,21.05%,MMP1;MAGEE1;PDLIM4;LOX;SPOCK1;TGFBR3;CXCL1;TGM2;THY1;IL15;DPYSL3;NNMT;PCOLCE2;MMP2;CTHRC1;ADAM12;SERPINH1;TNFAIP3;PDGFRB;ECM1;FN1;FSTL3;FSTL1;QSOX1;PTX3;FBLN5;CDH2;ELN;FLNA;NOTCH2;BMP1;ANPEP;ACTA2;LRP1;FERMT2;GEM;SDC1;PFN2;ITGA5;GADD45B;PLOD3;LOXL2
prerank,Estrogen Response Late,-0.3697273662824976,-1.2728084315209982,0.05391304347826087,0.6496808963267623,0.876,26/153,16.44%,PLAC1;CDH1;SEMA3B;PRSS23;RET;PKP3;WFS1;LTF;OPN3;UNC13B;DLG5;TRIM29;GPER1;SCUBE2;SCNN1A;PLXNB1;DYNLT3;CISH;ZFP36;DUSP2;CHST8;SULT2B1;PERP;DHCR7;KIF20A;RAPGEFL1
prerank,Coagulation,-0.3807301965014341,-1.2181426215263245,0.14974182444061962,0.8180518129816102,0.957,15/95,11.56%,MMP1;PRSS23;CTSE;CFB;C8G;CPB2;PROC;MMP2;F3;F12;SH2B2;FN1;CAPN5;MASP2;VWF
prerank,IL-2/STAT5 Signaling,-0.3401330761511999,-1.1994816053993824,0.11616161616161616,0.7958850821565331,0.974,46/181,25.58%,ICOS;TNFSF11;EOMES;CSF2;TGM2;ABCB1;SELP;SOCS1;MUC1;CAPN3;TRAF1;CSF1;TNFRSF18;IL10RA;ECM1;COCH;IL2RB;CISH;CCND3;CD86;ST3GAL4;CTSZ;MYO1E;ETFBKMT;RGS16;PIM1;BHLHE40;LIF;GATA1;SYNGR2;FGL2;GADD45B;SLC1A5;ENO3;CYFIP1;TNFRSF4;PRNP;SH3BGRL2;IRF6;RNH1;MXD1;ETV4;NCS1;BCL2L1;FURIN;PTGER2
prerank,Mitotic Spindle,-0.30032810006656413,-1.055489669904212,0.3377926421404682,1.0,1.0,77/197,35.36%,ARAP3;ARHGAP29;KIF3C;MAP1S;KATNB1;CLASP1;TUBGCP6;SYNPO;PLK1;ESPL1;FLNA;NOTCH2;FSCN1;MYO1E;PLEKHG2;CEP131;ARHGDIA;SAC3D1;KIF23;RHOF;TUBA4A;ABR;LMNB1;TBCD;ATG4B;MID1IP1;NUSAP1;ITSN1;DLGAP5;MYH9;ARHGEF2;KLC1;SUN2;KIF22;ARHGAP4;PIF1;GSN;KIF11;PALLD;OPHN1;ACTN4;LLGL1;CEP72;ARHGAP10;PREX1;KIF3B;FBXO5;DOCK2;EPB41;NET1;TRIO;ALMS1;RACGAP1;SMC1A;VCL;CAPZB;KIF20B;BCL2L11;SEPTIN9;TTK;KIF1B;RHOT2;CEP192;ARHGAP27;ARFIP2;CEP250;MARK4;INCENP;CSNK1D;NUMA1;BCR;SPTBN1;FARP1;SPTAN1;GEMIN4;PCGF5;AURKA
prerank,IL-6/JAK/STAT3 Signaling,-0.33344290955048794,-1.0393513647839394,0.3890845070422535,1.0,1.0,30/74,33.63%,CSF2;CXCL1;BAK1;SOCS1;IL12RB1;CSF1;EBI3;IRF9;CXCL13;MYD88;CXCL3;PIM1;HAX1;STAT3;TNFRSF1A;TGFB1;ACVRL1;CSF2RB;OSMR;ITGA4;PIK3R5;CSF3R;STAT1;TYK2;LTBR;CBL;TNFRSF21;PDGFC;IL1B;LTB
prerank,Hypoxia,-0.2925697641067491,-1.022126273768948,0.3847457627118644,1.0,1.0,35/167,21.34%,PPARGC1A;ANGPTL4;LOX;P4HA2;TGFB3;PPFIA4;CP;TGM2;KIF5A;SELENBP1;EFNA3;GPC3;SRPX;F3;TNFAIP3;GAA;CITED2;NDST2;CDKN1A;ZFP36;SULT2B1;ILVBL;DDIT4;ATP7A;INHA;PIM1;BHLHE40;ISG20;ALDOA;PFKL;ENO3;PFKFB3;PGM1;HK1;ANKZF1
prerank,Estrogen Response Early,-0.2849952877890141,-0.9781640614425747,0.484297520661157,1.0,1.0,58/157,29.15%,SEMA3B;PRSS23;REEP1;RET;WFS1;ZNF185;OPN3;TGM2;P2RY2;MUC1;MINDY1;SCNN1A;ENDOD1;DYNLT3;CISH;TSKU;ELF3;SULT2B1;MREG;DHCR7;RAPGEFL1;MPPED2;BHLHE40;RARA;RRP12;TMEM164;FKBP4;MYBBP1A;AQP3;FASN;SLC22A5;NADSYN1;FAM102A;NAV2;AR;TTC39A;SNX24;TPD52L1;RPS6KA2;SLC24A3;ADCY9;SLC16A1;ITPK1;ALDH3B1;PEX11A;SLC26A2;KRT15;ISG20L2;CALB2;EGR3;SCARB1;SLC7A5;CHPT1;SLC27A2;RETREG1;RBBP8;FKBP5;UNC119
prerank,Cholesterol Homeostasis,-0.31581269019708363,-0.9676893283647768,0.5196428571428572,1.0,1.0,3/68,3.28%,SEMA3B;LPL;GPX8
prerank,Glycolysis,-0.2695109848952006,-0.9425908532519335,0.59,1.0,1.0,41/171,24.88%,ANGPTL4;P4HA2;NOL3;PPFIA4;HS6ST2;PKP2;EFNA3;GPC3;IDUA;SLC25A10;DSC2;CHPF2;CITED2;ABCB6;CAPN5;G6PD;PAXIP1;QSOX1;ELF3;PYGB;KIF20A;SPAG4;DDIT4;GNE;AGRN;ISG20;ALDOA;SDC1;FKBP4;B4GALT2;ME1;ANKZF1;FUT8;ALG1;PKM;RBCK1;HAX1;ADORA2B;HMMR;GYS1;LHPP
prerank,Apical Junction,-0.27017494872305764,-0.9361180100720912,0.5921985815602837,1.0,1.0,39/150,19.79%,CDH1;ADAM23;COL17A1;CADM2;CLDN5;LAYN;IRS1;THY1;LAMB3;COL9A1;MMP2;IKBKG;TRAF1;ITGA3;TRO;PLCG1;VAV2;VWF;ADAM15;CD86;CLDN15;CERCAM;CD276;NRXN2;TMEM8B;MAPK11;JUP;FSCN1;BMP1;LDLRAP1;SHC1;CRAT;CNN2;RHOF;MSN;NECTIN2;MVD;SORBS3;ICAM1
prerank,TGF-beta Signaling,0.3006694887196888,0.9139399616815442,0.6061946902654868,1.0,1.0,11/52,17.50%,TJP1;WWTR1;SMAD6;BCAR3;CDKN1C;NOG;SMAD3;ACVR1;SMURF2;XIAP;SERPINE1
prerank,TNF-alpha Signaling via NF-kB,-0.25841573880233437,-0.9105354006321816,0.6832504145936982,1.0,1.0,53/188,25.39%,MSC;CSF2;CXCL1;F2RL1;LAMB3;SLC16A6;TNFSF9;F3;CLCF1;TRAF1;TNFAIP3;CSF1;BIRC3;IFIH1;EDN1;PTGER4;BCL6;DDX58;SLC2A6;PTX3;CDKN1A;CCRL2;ZFP36;DUSP2;TAP1;PER1;DUSP5;SPSB1;NR4A3;KDM6B;BIRC2;CXCL3;RELA;GEM;BHLHE40;PLAU;LIF;ICAM1;SGK1;GADD45B;PFKFB3;BTG2;PTGS2;EHD1;SQSTM1;PMEPA1;RELB;STAT5A;NR4A1;MXD1;MAP2K3;TNFAIP2;FUT4
prerank,Myc Targets V2,-0.3022455106914994,-0.9062466231015797,0.617059891107078,1.0,1.0,26/58,38.04%,NOC4L;PLK1;DUSP2;MAP3K6;BYSL;RRP12;TBRG4;IPO4;MYBBP1A;TFB2M;SORD;SLC19A1;PLK4;PES1;TCOF1;GRWD1;NOP2;MCM5;SUPV3L1;CDK4;MYC;MCM4;LAS1L;MPHOSPH10;UNG;NOP56
prerank,UV Response Up,-0.264409310649269,-0.9059628982850938,0.675531914893617,1.0,1.0,44/140,25.37%,RET;ABCB1;BAK1;CLCN2;NPTXR;CDKN2B;RRAD;MRPL23;ACAA1;CCND3;TAP1;MARK2;CYB5R1;GPX3;EPHX1;KLHDC3;TYRO3;STK25;PTPRD;PLCL1;TUBA4A;ALDOA;FKBP4;AQP3;CHRNA5;EPCAM;ICAM1;MGAT1;GAL;SLC25A4;BSG;TCHH;DNAJB1;BTG2;CDC34;STARD3;APOM;SQSTM1;SPR;NR4A1;RXRB;NXF1;FURIN;ALAS1
prerank,Oxidative Phosphorylation,0.247091321032927,0.9044940023922977,0.7427184466019418,1.0,1.0,86/198,38.36%,ATP5ME;UQCR10;NDUFB1;COX17;MTRF1;POLR2F;AIFM1;COX5B;ATP5F1E;ATP5MC1;ATP5PF;NDUFB2;TIMM8B;NDUFS6;NDUFAB1;UQCRQ;NDUFC1;COX6B1;COX6A1;ATP5MF;NDUFA6;NDUFA3;NDUFA1;COX8A;NDUFB6;ATP5PD;COX7A2;COX6C;UQCR11;NDUFB8;COX7C;ATP6V1G1;COX7B;MGST3;NDUFB5;TIMM10;ATP5MG;ISCU;NDUFA9;NDUFB7;NDUFA8;TOMM70;UQCRB;HSD17B10;TIMM9;MAOB;ATP6V0C;MDH1;COX7A2L;NDUFA2;NDUFS3;HCCS;ATP5PO;NDUFB3;COX15;SLC25A5;ATP6V0E1;ATP6V1F;ATP1B1;ISCA1;ACAT1;PMPCA;ATP5MC2;MRPL34;ECH1;MRPS12;TIMM13;NDUFC2;ETFB;NDUFB4;MRPL35;NDUFS8;FXN;SDHA;NDUFA4;GRPEL1;VDAC2;NDUFA7;SLC25A20;PRDX3;GPX4;CYB5A;MRPS15;PDHB;COX4I1;SDHD
prerank,KRAS Signaling Dn,0.2643845887451182,0.9015969687569393,0.6483253588516746,1.0,1.0,17/101,12.71%,TGM1;ZNF112;THNSL2;THRB;CACNA1F;CELSR2;CCR8;COL2A1;SCGB1A1;GPR3;LYPD3;RSAD2;EGF;CD80;MAGIX;MX1;CPB1
prerank,Interferon Gamma Response,-0.24352328343217894,-0.8742574848887511,0.7491349480968859,1.0,1.0,45/188,23.72%,ITGB7;CFB;SELP;IL15;OASL;CMPK2;OGFR;SOCS1;HERC6;TNFAIP3;IFIH1;IL10RA;BPGM;IL2RB;DDX58;CDKN1A;CD86;LGALS3BP;BANK1;CMTR1;TAP1;XAF1;IRF9;IRF2;MYD88;IFNAR2;GPR18;NOD1;PIM1;HELZ2;ISG20;IRF5;FGL2;ICAM1;CASP7;CIITA;ARID5B;EIF4E3;PTGS2;IFI35;PELI1;NLRC5;RBCK1;STAT3;IFI44
prerank,Interferon Alpha Response,-0.26512257346784174,-0.8624554383597874,0.7219251336898396,1.0,1.0,30/94,30.61%,LAMP3;IL15;OASL;CMPK2;OGFR;HERC6;CSF1;IFIH1;LGALS3BP;CCRL2;CMTR1;TAP1;IRF9;IRF2;MOV10;HELZ2;ISG20;IFI35;MVB12A;IFI44;PROCR;UBA7;TMEM140;HLA-C;SLC25A28;LPAR6;SAMD9;DHX58;PARP9;IFI27
