Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,TNF-alpha Signaling via NF-kB,0.5202785018219385,1.7830533153330697,0.0,0.005652606928481064,0.007,77/188,23.29%,CDKN1A;EDN1;TNFSF9;NR4A1;CSF2;PLPP3;IL23A;CCL2;CXCL3;CCL4;IFIH1;NR4A2;INHBA;ATF3;TNFAIP6;TNFRSF9;TRAF1;DUSP5;KLF2;PLK2;CCL5;PTGS2;CCND1;BIRC3;LIF;KLF4;CSF1;EGR3;BCL3;IL7R;LAMB3;SERPINE1;KDM6B;BHLHE40;TNFAIP3;CCN1;DUSP4;ACKR3;BCL2A1;SGK1;GADD45A;PMEPA1;CXCL1;RNF19B;KLF6;NFIL3;CD69;RELB;CEBPD;CXCL2;EGR1;PHLDA1;IER5;PLAUR;KYNU;PTPRE;SAT1;NFKBIA;ATP2B1;JUN;IER2;CFLAR;ID2;ABCA1;FOS;PHLDA2;CD44;PTGER4;SOD2;NR4A3;DRAM1;MXD1;TNF;BTG2;YRDC;FOSL1;PPP1R15A
prerank,Hedgehog Signaling,0.6953150809918186,1.76196287913809,0.0,0.004441334015235122,0.011,5/27,5.57%,HEY1;SCG2;GLI1;NRCAM;NRP1
prerank,E2F Targets,-0.4433702370219235,-1.755393379346899,0.0,0.02405266267195544,0.014,122/200,36.50%,SLBP;AURKA;DCK;BRMS1L;PAN2;E2F8;CDK1;RFC3;UBE2S;ANP32E;TIPIN;DEPDC1;MELK;LBR;MYC;TMPO;PLK4;DCLRE1B;GINS1;RAD50;MAD2L1;NUDT21;MCM6;ING3;MCM3;DLGAP5;GSPT1;SRSF2;SPAG5;MCM2;DIAPH3;CDKN3;KIF4A;GINS3;PDS5B;SRSF1;TCF19;DONSON;CCNB2;SMC4;TUBG1;TRIP13;UNG;CDC20;USP1;CKS1B;SMC1A;EIF2S1;RAD21;RPA2;DSCC1;NBN;EXOSC8;KIF2C;RRM2;KIF18B;RNASEH2A;CSE1L;CDC25B;CDKN2C;CHEK2;ZW10;UBR7;DEK;CKS2;MTHFD2;ORC2;ASF1A;CDK4;MSH2;SHMT1;CHEK1;PRKDC;XRCC6;MMS22L;RAD1;PLK1;HMMR;BARD1;TOP2A;NCAPD2;MLH1;UBE2T;RAN;RACGAP1;HELLS;NUP205;DUT;KPNA2;STAG1;TUBB;MCM4;TFRC;TK1;PSMC3IP;BUB1B;CDCA8;NOLC1;HMGB3;PRDX4;RBBP7;PPM1D;RFC2;SPC25;SUV39H1;PRPS1;RPA1;SMC6;PRIM2;PAICS;RPA3;SNRPB;ATAD2;SYNCRIP;RAD51C;PHF5A;KIF22;ASF1B;MCM7;POLD3;RAD51AP1;LMNB1
prerank,Myc Targets V1,-0.42437518083013526,-1.7105505968746673,0.0,0.020845640982361382,0.025,112/200,38.46%,CCNA2;UBA2;TOMM70;ABCE1;MYC;PRPS2;YWHAQ;EIF4E;PSMA1;MAD2L1;MCM6;BUB3;TYMS;ODC1;PRDX3;LDHA;GSPT1;SRSF2;MCM2;DHX15;SRSF1;VBP1;HNRNPR;CDC45;PTGES3;HPRT1;CDC20;XPOT;RRM1;USP1;TXNL4A;EIF2S1;CLNS1A;HDAC2;UBE2E1;HNRNPA2B1;TFDP1;ACP1;COPS5;PGK1;GOT2;CSTF2;RFC4;APEX1;SLC25A3;CYC1;TCP1;PSMD3;DEK;SNRPA;ORC2;CDK4;SF3A1;SERBP1;IFRD1;EIF4G2;AP3S1;PCBP1;PSMD14;XRCC6;TARDBP;IARS1;EIF4H;NCBP2;EPRS1;PWP1;RAN;KPNB1;DUT;KPNA2;MCM4;CCT5;NPM1;POLE3;MRPS18B;VDAC3;CANX;NOLC1;PRDX4;DDX21;ERH;PSMA6;ILF2;CNBP;MRPL23;PSMD8;NOP16;CCT3;FAM120A;SNRPG;SNRPD1;GNL3;EIF2S2;STARD7;SYNCRIP;RAD23B;MRPL9;SSB;MCM7;EIF3J;VDAC1;H2AZ1;ETF1;CCT4;CBX3;EIF1AX;HSPD1;LSM2;PSMA4;TUFM;GLO1;HNRNPD
prerank,Myc Targets V2,-0.4735497048370786,-1.5949743429226113,0.006369426751592357,0.04008777111992574,0.073,35/58,39.58%,PPAN;TMEM97;MYC;SLC29A2;PLK4;PRMT3;NIP7;SORD;WDR74;UNG;SLC19A1;WDR43;RCL1;CDK4;PLK1;BYSL;RABEPK;MCM4;NPM1;LAS1L;HK2;NOLC1;IPO4;NDUFAF4;PPRC1;TFB2M;NOP16;IMP4;GNL3;RRP12;CBX3;HSPD1;EXOSC5;NOP2;MAP3K6
prerank,Inflammatory Response,0.46465351052192905,1.5609392445674437,0.002369668246445498,0.056256897526311536,0.177,43/165,14.29%,SLC1A2;CD70;CDKN1A;EDN1;CCL22;EBI3;TNFSF9;RGS16;KCNJ2;RGS1;TACR1;TNFSF15;CCL2;CXCL8;AQP9;IL10;INHBA;TLR3;TNFAIP6;TNFRSF9;IL1R1;CMKLR1;GPC3;CCL5;LIF;FPR1;IL10RA;CSF1;IL7R;SERPINE1;C5AR1;CCL24;TIMP1;IL18RAP;IL18R1;ITGB3;CD14;NLRP3;PTGIR;IL15;CXCR6;SGMS2;KLF6
prerank,Epithelial Mesenchymal Transition,0.462378767760867,1.5413053021176177,0.005031446540880503,0.05269037172619849,0.217,41/140,16.53%,NNMT;SCG2;PCOLCE2;CDH2;ACTA2;LAMA2;CCN2;ITGB5;CXCL8;PDLIM4;INHBA;SDC1;SLC6A8;TGFBI;TPM2;COL1A2;LRP1;NT5E;ADAM12;SPOCK1;ABI3BP;THBS1;SERPINE1;TNFAIP3;CCN1;LAMA3;VCAN;TIMP1;GADD45A;DPYSL3;ITGB3;TGFBR3;PMEPA1;MAGEE1;CXCL1;IL15;IGFBP2;SERPINH1;MMP14;SGCB;EFEMP2
prerank,p53 Pathway,0.4459364025277841,1.5297935474378326,0.005128205128205128,0.04877392264003661,0.251,61/185,23.86%,CDKN1A;PHLDA3;TNFSF9;RRAD;ZMAT3;RGS16;FDXR;TCHH;RPS27L;SDC1;ATF3;MDM2;TSPYL2;PLK2;AEN;DDB2;LIF;BAX;KLF4;POLH;HMOX1;ABHD4;SERTAD3;XPC;PDGFA;UPP1;PLK3;GADD45A;SESN1;PLXNB2;PVT1;CDKN2B;HRAS;DDIT4;RNF19B;RALGDS;IFI30;DDIT3;NOTCH1;ZFP36L1;AK1;TRIAP1;RAD9A;PROCR;IER5;TAX1BP3;PTPRE;SAT1;MXD4;JUN;CD81;FOS;DRAM1;JAG2;MXD1;BTG2;H2AJ;PPP1R15A;FGF13;MKNK2;S100A10
prerank,IL-6/JAK/STAT3 Signaling,0.48953375649197356,1.4896665239584406,0.022535211267605635,0.05841027159430433,0.337,25/74,22.90%,EBI3;CXCL13;CSF2;CXCL3;IL1R1;ACVRL1;CSF1;HMOX1;CD38;PF4;IL18R1;IL10RB;ITGB3;CXCL1;CD14;IL2RA;IL1R2;IRF9;PIM1;JUN;IL13RA1;CD44;CD9;OSMR;TNF
prerank,KRAS Signaling Up,0.41870777571535556,1.3999981892561721,0.017587939698492462,0.12781813217871466,0.662,34/152,13.53%,PEG3;KIF5C;PIGR;EPHB2;PLAT;CSF2;RGS16;MMP9;INHBA;SEMA3B;NRP1;ETV4;TMEM158;CLEC4A;ANGPTL4;CMKLR1;MAFB;TRAF1;PTGS2;PPBP;SCG5;BIRC3;LIF;IL10RA;KLF4;TMEM176B;IL7R;MMP11;ADAM8;TMEM176A;TNFAIP3;H2BC3;RETN;CROT
prerank,Oxidative Phosphorylation,-0.3459016189603265,-1.3657198722346524,0.011111111111111112,0.1860072579964554,0.352,72/198,32.12%,ATP6V0C;DLAT;COX11;IDH3A;NDUFA5;TOMM70;PDHX;CYCS;MTRF1;NNT;OAT;GLUD1;SUCLA2;PDP1;PRDX3;LDHA;SDHA;PDHB;BCKDHA;MTRR;ABCB7;NDUFA7;NDUFS1;AIFM1;SDHD;ACAT1;SDHB;ATP6V1H;CASP7;ACADM;NDUFV2;ALDH6A1;COX15;GOT2;MRPS22;DLST;SLC25A20;MAOB;OPA1;ATP6V1C1;SLC25A3;MDH1;SURF1;CYC1;MRPL15;ATP5F1A;ACAA2;OGDH;DLD;LRPPRC;ATP5F1B;IDH1;TIMM9;SLC25A5;MTX2;NDUFA9;FH;NDUFA6;ATP5MC3;FXN;CS;HSPA9;HADHB;ISCA1;RHOT1;VDAC3;ATP5PB;AFG3L2;HTRA2;FDX1;PDHA1;NDUFS2
prerank,Apoptosis,0.4070726707070345,1.3450006656358668,0.03553299492385787,0.1850219374983177,0.816,45/150,25.83%,CDKN1A;FEZ1;PLAT;FDXR;AIFM3;ATF3;CCND1;BIRC3;BAX;EGR3;CCNA1;HMOX1;CD38;GPX1;LMNA;TIMP1;GADD45A;TGFBR3;CD14;CTH;DDIT3;DIABLO;LGALS3;GPX3;CD69;EMP1;PSEN2;CAV1;IGFBP6;SAT1;JUN;CFLAR;PPP3R1;GSN;CD44;SOD2;TNF;BTG2;PRF1;NEDD9;PDGFRB;RHOB;SQSTM1;MGMT;BCAP31
